quantity_in_kg,state,facility_name,site_address_suburb,site_latitude,site_longitude
32800,QLD,Drake Coal Mine,Collinsville,-20.6946,147.8279
2652.469,WA,Blue Hills DSO Project,Shire Of Perenjori,-29.1421,116.883164
4180,QLD,Atlas Compressor Station,Wandoan,-26.19558,149.79043
95,VIC,East Gippsland Orbost Compressor Station,Newmerella,-38.028977,148.768612
7593.55,NSW,Colongra,Doyalson,-33.2103,151.544957
171,SA,Pt Stanvac Power Station,Lonsdale,-35.110416,138.491343
256.23,SA,Lonsdale Power Station,Lonsdale,-35.109655,138.491072
7472.527,QLD,Ernest Henry Mine,Cloncurry,-20.436635,140.713563
6747.655,WA,Kanowna Belle Operations,Kanowna,-30.601389,121.575278
63.7065,VIC,Dandenong South,Dandenong South,-38.0226,145.19592
352.7048,NSW,Broken Hill Mineral Separation Plant,Broken Hill,-31.99222,141.4092
75700,QLD,Capcoal,Middlemount,-22.953171,148.571092
85638.32,NSW,Bengalla Operations,Muswellbrook,-32.276943,150.827249
3928.72,QLD,Oakey Power Station,Oakey,-27.418469,151.679412
4449.8006,QLD,Kenmore/Bodalla/Blackstump,Quilpie,-26.650196,143.435563
724.77,WA,Kwinana Operations,Kwinana Beach,-32.244722,115.772778
160.924761,WA,Geraldton Brickworks,Bootenal,-28.857778,114.729722
84.1464,WA,Brownes Foods Operations - Brunswick Junction,Brunswick Junction,-33.255833,115.836944
116.607,WA,Bartter Enterprises Pty Limited,Osbourne Park,-31.909722,115.818611
2826,WA,Narngulu,Narngulu,-28.823889,114.67
600.848,WA,Armadale Landfill and Recycling Facility,Hilbert,-32.196667,115.964444
171.37571,WA,Wren Oil,Picton,-33.356111,115.716944
181.5225647,VIC,FRANKSTON HOSPITAL,Frankston,-38.14825,145.12964
351.266,VIC,Tullamarine,Tullamarine,-37.717972,144.863008
141.811,VIC,Moe Landfill,Newborough,-38.200781,146.310303
1235.03,VIC,Tynong quarry,Tynong,-38.046453,145.659867
1347,VIC,Melbourne Freight Terminal,West Melbourne,-37.799545,144.91814
570,VIC,Geelong Malthouse,Geelong North,-38.11436,144.358592
197.7,VIC,Thales Australia Limited,Benalla,-36.508564,146.007358
616.5,VIC,Geelong Facility,Corio,-38.084402,144.382236
37.87,VIC,Knauf Plasterboard,Port Melbourne,-37.822171,144.923639
1607,VIC,Boral Quarry Lysterfield,Lysterfield,-37.931419,145.270547
179.62,NSW,Opal Fibre Packaging Revesby,Revesby,-33.937849,151.002176
70835,NSW,Mount Piper Power Station,Portland,-33.358735,150.032885
388.2564,NSW,Homebush Bay Liquid Treatment Plant,Homebush Bay,-33.843193,151.060037
29659.62,NSW,Orica Kooragang Island Site,Kooragang Island,-32.897286,151.777447
383.52,NSW,Fletcher International Dubbo,Dubbo,-32.209012,148.634146
1171.95,NSW,New Illawarra Road Landfill Facility,Lucas Heights,-34.043269,150.96992
6633.509,NSW,Marulan South Mine Cement Works,Marulan South,-34.78489,150.025994
15300.95,NSW,Shoalhaven Starches Bomaderry,Bomaderry,-34.852904,150.619576
5094.6,NSW,Bass Point Quarry,Shellharbour,-34.593729,150.876198
305.3,NSW,Sancrox Quarry Wauchope,Wauchope,-31.435924,152.821692
440.55,NSW,Koppers Mayfield,Mayfield,-32.88581,151.737239
4973.71,NSW,Albion Park Quarry,Albion Park,-34.58025,150.804883
129637.121,NSW,Harwood Sugar Mill and Refinery,Harwood,-29.423692,153.248595
5039.58,NSW,Dendrobium Mine,Mount Kembla,-34.432,150.809
1484,NSW,Hy-tec - Penrose Quarry,Penrose,-34.633111,150.183928
1937.402,NSW,PGH Bricks & Pavers Bringelly,Bringelly,-33.93977,150.72356
440,NSW,Austral Bricks Punchbowl,Punchbowl,-33.937485,151.055177
1026.386,NSW,PGH Bricks and Pavers Schofields,Schofields,-33.714428,150.852399
14,NSW,Indorama Ventures Oxides Botany Surfactants Plant,Hillsdale,-33.957701,151.223104
220.4,NSW,Orora Beverage Cans Revesby,Revesby,-33.939962,151.003468
2208.23296,NT,Palm Valley Gas Plant,Hermannsburg,-24,132.649722
86.07,VIC,ARYZTA Australia PTY LTD,Lyndhurst,-38.036313,145.233951
129.813,QLD,Kawana Sewage Treatment Plant,Warana,-26.728968,153.114961
1469,QLD,Nerada Tea Estate,Malanda,-17.3835,145.667
98.856,QLD,Sanitarium The Health Food Company - Moorooka,Moorooka,-27.527778,153.019444
80.071,QLD,Industrial Galvanizers Brisbane,Pinkenba,-27.436065,153.103992
1112.1442,QLD,Brindley Park Feedlot,Roma,-26.258,148.960278
474.996,QLD,Mungindi Feedlot,Mungindi Via Talwood,-28.773053,149.108229
100.9,QLD,Toowoomba Hospital,Toowoomba,-27.569722,151.945194
627.098,QLD,Boral Quarries Purga,Purga,-27.752222,152.746389
3345.06,QLD,Sunrock quarry,Beerburrum,-26.925344,152.967078
751.1144,QLD,Kerwee Feedlot,Jondaryan,-27.386804,151.547952
402.097,SA,Glenelg Wastewater Treatment Plant,Glenelg North,-34.963074,138.510037
251.62,VIC,DANDENONG SOUTH,Dandenong South,-38.025174,145.193255
287.802,NSW,Cleanaway Refining Rutherford,Rutherford,-32.70739,151.499221
78.804,NSW,Galvanising Services Yagoona,Yagoona,-33.894815,151.038473
450.14,TAS,Nyrstar Hobart,Lutana,-42.832693,147.316804
4571.47,WA,Shark Bay Resources,Shark Bay,-26.133333,113.416667
5225.3505,WA,Wagerup Cogeneration Plant,Waroona,-32.905361,115.917861
174.787,WA,Wiluna Compressor Station,Wiluna,-26.57357691,120.3094738
87.4184,SA,TWE Barossa Winery and Packaging,Nuriootpa,-34.442391,139.030747
333.152,NSW,Western Sydney Service Centre,Erskine Park,-33.818969,150.793723
2393,SA,McKechnie Iron Foundry Pty Ltd,Gepps Cross,-34.847523,138.592742
205.618,VIC,Diamond Valley Pork - Laverton North,Laverton North,-37.82095,144.8054611
4.48132,SA,SA Power Networks Kingscote Power Station,Brownlow,-35.6663583,137.6052638
4602.58,NSW,Origin Energy Uranquinty Power Pty Ltd,Uranquinty,-35.177046,147.206789
350.88,QLD,Ipswich,Wulkuraka,-27.618056,152.7225
113.117,VIC,Bayswater North,Bayswater North,-37.81777778,145.2969444
360.121,VIC,Dundas Quarry,Hamilton,-37.90693,142.06296
119.754,NSW,Linen Services Australia Somersby,Somersby,-33.413,151.293
469.396,QLD,Lakes Creek Road Landfill,North Rockhampton,-23.3769,150.5318
322.263,SA,BPL Adelaide Pty Limited,Wingfield,-34.841451,138.579445
215.604,NSW,Bulla Park Compressor Station,Cobar,-31.571676,144.65811
260.975,NSW,Singleton Beef Processing Facility,Whittingham,-32.651306,151.234469
8.83,TAS,Bridgewater Barred Tee,Brighton,-42.71848,147.230102
0.43,TAS,Bell Bay Station (Meter Station) (Tasmanian Gas Pipeline),Bell Bay,-41.14146,146.903642
6198.637302,TAS,Renison Bell Tin Mine,Zeehan,-41.795276,145.442075
122.0868,VIC,Cobram,Cobram,-35.908211,145.622744
166,VIC,LAP Dandenong,Dandenong,-38.030042,145.198819
1420.47671,SA,Gidgealpa Gas,Leigh Creek,-27.956846,140.034872
5175.85,SA,Tirrawarra Gas,Leigh Creek,-27.690178,140.104035
1025.4,TAS,Southern Waste Solutions,Copping,-42.83930712,147.7640761
64.59608,WA,Gosnells,Gosnells,-32.06616667,116.0216944
157.521,VIC,Campbellfield,Campbellfield,-37.655728,144.9652
12963.9097,TAS,Port of Hobart,Hobart,-42.88159426,147.3376354
112421,QLD,Macknade Mill,Macknade,-18.588056,146.258056
5996.257,QLD,Caboolture Sawmill,Caboolture,-27.07616,152.948399
1398,QLD,"Patrick Terminal, Fisherman Islands",Port Of Brisbane,-27.367956,153.180549
279.765,NSW,Boral Beryl Quarry,Beryl,-32.3664,149.452
4480,QLD,Wilkie Creek Coal Mine,Macalister,-27.049167,150.96
25457.22,QLD,Ensham Coal Mine,Emerald,-23.46,148.526667
4007.55,NSW,Boral Peppertree Quarry,Marulan South,-34.754871,150.026636
288.2921,WA,V & V Walsh,Bunbury,-33.363333,115.686944
391.433,QLD,Boral Quarries Cedars,Mackay,-21.0865,149.134
868.752,QLD,Boral Quarries Roseneath,Roseneath,-19.37162,146.831045
1344.853,QLD,Boral Quarries Moy Pocket,Moy Pocket,-26.535503,152.741948
193.8564,SA,MURRAY BRIDGE BACON PTY LTD,Murray Bridge,-35.202778,139.296667
288.367,SA,Whyalla Quarry,Whyalla,-32.99513056,137.5215222
774.262395,NSW,Maroota Stockfeeds,Maroota,-33.432765,150.997868
197.154156,SA,The Queen Elizabeth Hospital & Health Services,Woodville,-34.883889,138.533887
2578.555,WA,Tamala Park Landfill,Mindarie,-31.705556,115.728333
186.33,NSW,Coffs Harbour Landfill Flare,Coffs Harbour,-30.322348,153.07799
2367.728012,QLD,Visy Paper 8,Hemmant,-27.44086,153.115772
54.3724,VIC,Boyds Road,Newbridge,-36.72553333,143.9601333
3.664,WA,PGP - Kwinana Supply System (KSS) Meter Station,Kwinana Beach,-32.227101,115.774645
11.968,WA,"SCP, Kambalda Delivery/Meter Station",Kambalda East,-31.193174,121.67395
104,NT,Mt Bundey Quarry,Mt Bundy,-12.858485,131.564591
405.6304165,VIC,AUSTRALIAN TALLOW PRODUCERS PTY LTD,Brooklyn,-37.81969,144.835781
100.63,NSW,Kembla Grange Asphalt Plant,Kembla Grange,-34.465492,150.804042
1712.18,VIC,Darnum,Darnum,-38.180463,145.993085
541.51777,QLD,Princess Alexandra Hospital,Woolloongabba,-27.5,153.0333333
195.71,VIC,Peters Ice Cream,Mulgrave,-37.920593,145.15135
104875.6563,QLD,Racecourse Sugar Mill & Refinery,Mackay,-21.164838,149.134147
604.552,VIC,Monash Medical Centre (Moorabbin Campus),Bentleigh East,-37.919962,145.064013
440.25,QLD,Roseneath,Roseneath,-19.365255,146.831398
524.6,NSW,Terminals Port Botany Facility,Port Botany,-33.974977,151.217777
357.363,VIC,"Bega Dairy and Drinks, Morwell",Morwell,-38.22994,146.454083
106.927,SA,Viva Energy Birkenhead Bitumen Plant,Peterhead,-34.829076,138.503255
24.028322,WA,Atlas Renewable Energy Facility,Mirrabooka,-31.863944,115.878238
2645.58018,QLD,Burketown,Burketown,-17.740075,139.545883
1440.17874,QLD,Pormpuraaw,Pormpuraaw,-14.897436,141.61698
716.5919,WA,Manjimup Processing Centre,Manjimup,-34.255,116.136667
1725.1,VIC,Leongatha quarry,Leongatha South,-38.522169,145.902137
73286,NSW,Boggabri Coal Mine,Boggabri,-30.611544,150.163493
2567.331,WA,North Bannister Resource Recovery Park,North Bannister,-32.570419,116.385265
23592,NSW,Northern Co-Operative Meat Company Abattoir Casino,Casino,-28.844722,153.0325
2091,VIC,COBRAM SITE,Cobram,-35.927452,145.593466
931,WA,Perth Airport,Perth Airport,-31.946667,115.963056
234.59,VIC,Forest St,Colac,-38.3494892,143.6040826
3125.39,WA,Wiluna Town Powerstation,Wiluna,-26.592,120.219
1145.4,QLD,Hanson Ferny Grove Quarry,Ferny Grove,-27.415731,152.935162
298,NSW,Albright & Wilson (Aust Ltd),Wetherill Park,-33.835382,150.897475
69.5,NSW,Green Point Landfill Flare,Green Point,-33.451012,151.382514
4343.89,WA,Woodman Point WWTP,Munster,-32.142778,115.772222
291.4149,QLD,"Narangba, Nationwide Oil",Narangba,-27.200116,153.008221
85.0128,WA,Hardisty Court Power Station,East Picton,-33.356341,115.721033
679.336,QLD,Dakabin Waste Management Facility,Dakabin,-27.224469,152.99609
435.5,SA,Kanmantoo Quarry,Kanmantoo,-35.06931,138.974782
78.2785,VIC,Thomastown,Thomastown,-37.6897,145.025806
30.752,VIC,Moorabbin Airport,Moorabbin Airport,-37.97372839,145.0942055
2.3064,TAS,Burnie Wynyard Airport,Wynyard,-40.993514,145.725628
41.59772518,TAS,McRobies Gully Waste Disposal Facility,South Hobart,-42.88796884,147.2886601
123.570472,WA,Rockingham Waste Management Renewable Energy Facility,Baldivis,-32.2881,115.8154
8936.16,WA,Ningaloo Vision,Exmouth,-21.403442,114.088153
1113,NSW,Blakebrook Quarry,Blakebrook,-28.763648,153.251132
53400,WA,Kwinana Alumina Refinery,Naval Base,-32.192222,115.7775
377.011281,SA,Snuggery Power Station,Millicent,-37.664464,140.416577
152.041,SA,Royal Adelaide Hospital,Adelaide,-34.920728,138.587336
726.975435,QLD,Wattle Glen,Redbank Plains,-27.649696,152.826464
77.83,VIC,KNOXFIELD,Knoxfield,-37.901156,145.247112
142.8,NSW,Hunter Galvanizing Tomago,Tomago,-32.818579,151.709081
54.64,QLD,Narangba Asphalt Plant,Narangba,-27.199488,152.990809
13992.09366,QLD,Mount Colin Mine,Cloncurry,-20.779548,140.048171
58.61265452,VIC,Mornington Renewable Energy Facility,Rye,-38.391344,144.854333
8935.65,VIC,Tynong Quarry,Tynong,-38.06873,145.62
62.4633,VIC,Laverton Bitumen Depot,Laverton North,-37.827516,144.788314
2735.2,WA,Roy Hill Rail Terminal Yard,South Hedland,-20.426694,118.500009
3738.928,QLD,North Denison,Rolleston,-24.492968,148.672228
4.16915,NSW,Wonga Point Outfall - Bateau Bay Sewage Treatment Plant,Bateau Bay,-33.380179,151.475021
981.323619,QLD,Benaraby LFGE (Gladstone),Benaraby,-24.023131,151.354989
1886.893669,QLD,Saltwater LFGE (Maryborough),Maryborough,-25.506623,152.704076
162.876,VIC,Wellsford,Wellsford,-36.744802,144.337515
7490,NSW,Opal Packaging Botany Mill,Matraville,-33.967882,151.226042
2109.82,NSW,Bushells Ridge Asphalt Plant,Bushells Ridge,-33.210056,151.472838
460.9693,WA,Nifty Copper Operations,Telfer,-21.667222,121.575833
247700,QLD,BSL,Gladstone,-23.924238,151.338308
392.016384,NSW,LMS Flare Maitland,East Maitland,-32.774681,151.575939
71.0290275,WA,Asphaltech Pty Ltd,Malaga,-31.861766,115.903982
61684.29,WA,Western Turner Syncline Mine,Tom Price,-22.663,117.589
35150.98,WA,Mesa J/K Mine,Pannawonica,-21.690833,116.445833
37308.13,WA,Mesa A/Warramboo Mine,Pannawonica,-21.66823909,115.9000015
20065.72,WA,Yurralyi Maya Power Station,Maitland,-20.763,116.742
17524.7194,WA,Rothsay Gold Mine,Rothsay,-29.289022,116.882222
90.0207,VIC,VIP Packaging Truganina,Truganina,-37.812286,144.765304
307.84,VIC,Clayton (Fairbank) Bakery,Clayton,-37.938287,145.130425
19414,NSW,Werris Creek No 2 Coal Mine,Werris Creek,-31.386109,150.634974
117.616,NSW,Goodman Fielder Consumer Foods Erskine Park,Erskine Park,-33.818288,150.797025
957.981,QLD,Springmount Waste Management Facility,Mareeba,-17.141472,145.351959
76.07,VIC,PGH Bricks & Pavers Scoresby,Wantirna,-37.887346,145.21586
101.1,TAS,Launceston Quarry,Underwood,-41.345943,147.141192
67,VIC,ANDPAK (AUST) PTY LTD,Irymple,-34.2352115,142.1712139
718.9,SA,Hanson Curramulka Quarry,Curramulka,-34.70393,137.70582
363.1930043,VIC,Linen Services Australia,Dandenong South,-38.0067,145.2059
2453.96919,VIC,Visy Paper 2,Reservoir,-37.711338,144.983445
409.8109,NSW,Hanwood Feed Mill,Hanwood,-34.340247,146.043749
1435.107,NSW,Hanwood Processing Plant,Hanwood,-34.347913,146.044299
3817,QLD,Callide Power Plant,Biloela,-24.344243,150.618085
491.4201,NSW,LGI Nowra Flare,West Nowra,-34.881092,150.551172
18.4,SA,"Waite Campus, Urrbrae",Urrbrae,-34.96627222,138.6345722
139420,WA,Wheelarra Hill - Jimblebar,Newman,-23.384444,120.133611
101672,WA,"Mt Whaleback / Orebody 29,30 & 35",Newman,-23.360833,119.670278
81.82098,VIC,Bendigo,Bendigo,-36.752856,144.292783
387.048,VIC,DEALS ROAD LANDFILL,Clayton South,-37.956586,145.119643
86202.31431,WA,Eliwana Mine,Hamersley Range,-22.479828,116.827535
74.6479,NSW,Inghams Berrima Feedmill,Berrima,-34.515556,150.349167
321.872,QLD,Murrarie Processing,Murrarie,-27.462277,153.11173
262.9671,VIC,Epworth - Richmond Hospital,Richmond,-37.81616,144.992647
68.1146,QLD,Hervey Bay Flare,Urangan,-25.314944,152.894711
0.1,VIC,Gisborne RWP,Gisborne,-37.489177,144.613513
200.538,NSW,LGI Dunmore Flare,Dunmore,-34.606959,150.845025
113.948,WA,Old Quarry Road Landfill Facility,Northam,-31.647828,116.633177
944.334,ACT,MUGGA LANE LANDFILL,Canberra,-35.384484,149.135971
950.73549,NT,Yulara Power Station,Yulara,-25.232117,130.991125
8385.232297,QLD,Kunwarara Magnesite Mine,Marlborough,-22.8814,150.1853
314.781,VIC,Grantville Landfill,Grantville,-38.420041,145.52228
57.4208,VIC,COOLAROO,Coolaroo,-37.66527007,144.9397397
195.52,NSW,Downer EDI Works Rosehill Sustainable Road Resource Centre,Rosehill,-33.82761909,151.0358013
8432.429,WA,Siberia Project,Ora Banda,-30.214025,120.9596944
989.7496,NSW,Port Kembla Milling,Port Kembla,-34.470371,150.901465
15.03,WA,Horizon Power Onslow Power Station,Talandji,-21.776557,115.083256
203500,QLD,Weipa,Weipa,-12.668441,141.868613
750.9987,QLD,Glencore Copper - Townsville Operations,Stuart,-19.340736,146.849321
56670,QLD,Dawson,Moura,-24.623438,150.051083
41097.2646,WA,Greenbushes Lithium Operation,Greenbushes,-33.861111,116.055556
7165.774,WA,Wiluna Mine Site,Wiluna,-26.621667,120.241667
3342.504,WA,Western Energy Kwinana Swift Power Station,Kwinana Beach,-32.224419,115.778151
36831.74323,NSW,Cadia Valley Operations,Orange,-33.435545,148.976113
4860.672,WA,Abra Base Metals Project,Meekatharra,-24.632173,118.582568
60688.38,QLD,Ravenswood Gold Operations,Ravenswood,-20.112647,146.904214
8497.261,WA,Coburn Mineral Sands Project,Meadow,-26.7077405,114.143295
13651.1,NSW,Atlas-Campaspe Mineral Sands Project,Balranald,-33.925108,143.399011
24,WA,Dyno - Port Hedland,Port Hedland,-20.386106,118.659039
13414.6746,NT,Weddell Power Station,Wickham,-12.577319,130.949778
12788.292,WA,Sanjiv Ridge Iron Ore Mine,East Pilbara,-21.4075,119.6880556
8515.675,WA,Tampia Gold Mine,South Kumminin,-32.158583,118.4485584
3158,WA,Goodwyn Alpha,Via Karratha,-19.652222,115.929722
3795,WA,Pluto Offshore Platform,Karratha,-19.996261,115.368216
14893.55048,WA,Newman Power Station,Newman,-23.343889,119.708611
272,NSW,Gregadoo Waste Management Centre,Wagga Wagga,-35.207002,147.389467
12.3,VIC,Broadmeadows,Campbellfield,-37.685023,144.965572
0.64,WA,Alcoa Kwinana Meter Station,Naval Base,-32.193889,115.780833
95.81,WA,Alcoa Pinjarra Meter Station (M3),Oakley,-32.648333,115.945
625.45,WA,Compressor Station 4,Gascoyne River,-24.841667,115.293056
3.62,WA,Harrow Road (St) Meter Station,West Swan,-31.845278,115.981111
22.38,WA,Welshpool Meter Station,Forrestfield,-31.983333,115.983056
0.25,WA,Forrestdale Meter Station,Forrestdale,-32.131389,115.961111
7.52,WA,Clifton Rd Meter Station,Brunswick,-33.265,115.756111
0.16,WA,Mungarra Meter Station,West Casuarinas,-28.888333,115.116944
1313.9,VIC,LAVERTON RECYCLING,Laverton North,-37.830438,144.770316
9264.302663,VIC,Wollert Landfill,Wollert,-37.584418,145.040613
24221.98,NT,Gove Mine,Nhulunbuy,-12.263142,136.838715
538.72,NSW,Baiada Oakburn Protein Recovery Plant,Tamworth,-31.094642,150.913129
2121.34,NT,Ngukurr Community Power Station,Ngukurr,-14.727371,134.735342
38322.8,NSW,Charbon Lime Manufacturing Plant,Charbon,-32.889195,149.970757
20487.2,NSW,Condong Power Station,Condong,-28.313701,153.433998
17430,WA,Beharra Springs,Dongara,-29.465278,115.139722
3570,QLD,Calliope,Calliope,-24.107778,151.237778
433,NSW,Mawsons Cootamundra Quarry,Cootamundra,-34.65527,147.99897
3.81,NSW,EDL Grange Avenue,Marsden Park,-33.702892,150.831256
215,NSW,EDL Appin,Appin,-34.207815,150.773003
6530,NT,Pine Creek,Pine Creek,-13.784877,131.86214
33.1,QLD,Browns Plains,Browns Plains,-27.673573,153.065445
15.9,NSW,EDL Tahmoor,Tahmoor,-34.248272,150.580769
98995.1245,QLD,ISIS CENTRAL SUGAR MILL CO LTD,Isis Central Mill,-25.193419,152.208853
55866.77154,WA,Mt Marion Lithium Project,Kalgoorlie,-31.076919,121.46289
1190,NSW,Smithfield Power Generation,Smithfield,-33.848658,150.948775
19616,NT,Dead Bullock Soak,Alice Springs Roadside Delivery,-20.52818,129.93067
54679,NSW,Tomago Aluminium Smelter,Tomago,-32.823714,151.723109
922,QLD,Banana Compressor Station (Queensland Gas Pipeline),Moura,-24.359027,150.160469
9665,SA,Two Wells,Korunye,-34.564376,138.550365
1855.1,VIC,Valley Power,Traralgon,-38.253213,146.588744
314.04,SA,Angaston Power Station,Angaston,-34.503611,139.024722
39248.646,WA,Bluebird Mill Operations,Meekatharra,-26.715833,118.43
5711,QLD,Talinga,Condamine South,-26.8838,150.3484
